slug,url,title,category,date_published,read_time,author,description,content
nested-if-excel,https://app.datacamp.com/learn/tutorials/nested-if-excel,Nested IF() in Excel: A Quick Solution for Many Conditions,NEW,January 2025,10 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-dax-tutorial-for-beginners,https://app.datacamp.com/learn/tutorials/power-bi-dax-tutorial-for-beginners,Power BI DAX Tutorial for Beginners,NEW,December 2024,9 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
setting-up-vscode-python,https://app.datacamp.com/learn/tutorials/setting-up-vscode-python,Setting Up VSCode For Python: A Complete Guide,NEW,December 2024,13 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
adjusted-r-squared,https://app.datacamp.com/learn/tutorials/adjusted-r-squared,Adjusted R-Squared: A Clear Explanation with Examples,NEW,September 2024,7 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
lstm-python-stock-market,https://app.datacamp.com/learn/tutorials/lstm-python-stock-market,Stock Market Predictions with LSTM in Python,NEW,December 2024,15 min,Thushan Ganegedara,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pip-upgrade-python,https://app.datacamp.com/learn/tutorials/pip-upgrade-python,"How to Upgrade Python and Pip in Windows, MacOS, and Linux",NEW,December 2025,11 min,Samuel Shaibu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pytorch-cnn-tutorial,https://app.datacamp.com/learn/tutorials/pytorch-cnn-tutorial,PyTorch CNN Tutorial: Build and Train Convolutional Neural Networks in Python,NEW,February 2025,13 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
graphrag,https://app.datacamp.com/learn/tutorials/graphrag,GraphRAG: A Guide to Graph-Based Retrieval-Augmented Generation,NEW,January 2026,13 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-backend-development,https://app.datacamp.com/learn/tutorials/python-backend-development,Python Backend Development: A Complete Guide for Beginners,NEW,August 2024,15 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-worktree-tutorial,https://app.datacamp.com/learn/tutorials/git-worktree-tutorial,Git Worktree Tutorial: Work on Multiple Branches Without Switching,NEW,November 2025,9 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-switch-case,https://app.datacamp.com/learn/tutorials/python-switch-case,Python Switch Case Statement: A Beginner's Guide,NEW,April 2026,5 min,Matt Crabtree,,"Last chance! 50% off DataCamp Premium
Sale ends in"
loss-function-in-machine-learning,https://app.datacamp.com/learn/tutorials/loss-function-in-machine-learning,Loss Functions in Machine Learning Explained,NEW,May 2026,12 min,Richmond Alake,,"Last chance! 50% off DataCamp Premium
Sale ends in"
genetic-algorithm-python,https://app.datacamp.com/learn/tutorials/genetic-algorithm-python,Genetic Algorithm: Complete Guide With Python Implementation,NEW,July 2024,15 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-injection,https://app.datacamp.com/learn/tutorials/sql-injection,SQL Injection: How it Works and How to Prevent it,NEW,April 2025,8 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
multiple-linear-regression-r-tutorial,https://app.datacamp.com/learn/tutorials/multiple-linear-regression-r-tutorial,Multiple Linear Regression in R: Tutorial With Examples,NEW,March 2026,12 min,Zoumana Keita,,"Last chance! 50% off DataCamp Premium
Sale ends in"
apache-parquet,https://app.datacamp.com/learn/tutorials/apache-parquet,Apache Parquet Explained: A Guide for Data Professionals,NEW,February 2025,13 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
chi-square-test-r,https://app.datacamp.com/learn/tutorials/chi-square-test-r,Chi-Square Test in R: A Complete Guide,NEW,August 2024,8 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
linear-regression-R,https://app.datacamp.com/learn/tutorials/linear-regression-R,How to Do Linear Regression in R,NEW,October 2025,12 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-version-history,https://app.datacamp.com/learn/tutorials/excel-version-history,"Excel Version History: How to View, Restore, and Recover Your Work",NEW,January 2026,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
lookup-functions-excel,https://app.datacamp.com/learn/tutorials/lookup-functions-excel,Lookup Functions in Excel: An Overview of 5 Functions,NEW,May 2025,11 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pytorch-tutorial-building-a-simple-neural-network-from-scratch,https://app.datacamp.com/learn/tutorials/pytorch-tutorial-building-a-simple-neural-network-from-scratch,PyTorch Tutorial: Building a Simple Neural Network From Scratch,NEW,July 2022,11 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-lock-cells-in-excel,https://app.datacamp.com/learn/tutorials/how-to-lock-cells-in-excel,How to Lock Cells in Excel: Step-by-Step Guide to Protecting Your Data,NEW,April 2025,8 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-run-deepseek-v4-flash-locally,https://app.datacamp.com/learn/tutorials/how-to-run-deepseek-v4-flash-locally,How to Run DeepSeek V4 Flash Locally,NEW,May 2026,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
langgraph-agents,https://app.datacamp.com/learn/tutorials/langgraph-agents,LangGraph Agents Hands-On Tutorial,NEW,July 2025,2025 min,Vaibhav Mehra,,"Last chance! 50% off DataCamp Premium
Sale ends in"
rmse,https://app.datacamp.com/learn/tutorials/rmse,RMSE Explained: A Guide to Regression Prediction Accuracy,NEW,July 2025,8 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
comprehensive-introduction-graph-neural-networks-gnns-tutorial,https://app.datacamp.com/learn/tutorials/comprehensive-introduction-graph-neural-networks-gnns-tutorial,A Comprehensive Introduction to Graph Neural Networks (GNNs),NEW,July 2022,15 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tribe-v2-tutorial,https://app.datacamp.com/learn/tutorials/tribe-v2-tutorial,"TRIBE v2 Tutorial: Simulating Human Brain Activity from Video, Audio, and Text",NEW,April 2026,15 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-for-recurrent-neural-network,https://app.datacamp.com/learn/tutorials/tutorial-for-recurrent-neural-network,Recurrent Neural Network Tutorial (RNN),NEW,March 2022,14 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
least-squares-method,https://app.datacamp.com/learn/tutorials/least-squares-method,Least Squares Method: How to Find the Best Fit Line,NEW,June 2025,15 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pandas-tutorial-dataframe-python,https://app.datacamp.com/learn/tutorials/pandas-tutorial-dataframe-python,Pandas Tutorial: DataFrames in Python,NEW,December 2022,15 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sklearn-linear-regression,https://app.datacamp.com/learn/tutorials/sklearn-linear-regression,Sklearn Linear Regression: A Complete Guide with Examples,NEW,March 2025,10 min,Mark Pedigo,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-write-bash-script-tutorial,https://app.datacamp.com/learn/tutorials/how-to-write-bash-script-tutorial,How to Write a Bash Script: A Complete Bash Scripting Tutorial,NEW,April 2026,5 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
eulers-number,https://app.datacamp.com/learn/tutorials/eulers-number,Euler's Number (e) Explained: Its Significance and Applications,NEW,May 2026,8 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
rank-formula-in-excel,https://app.datacamp.com/learn/tutorials/rank-formula-in-excel,Rank Formula in Excel: A Comprehensive Guide With Examples,NEW,July 2024,11 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gaussian-elimination,https://app.datacamp.com/learn/tutorials/gaussian-elimination,Gaussian Elimination: A Method to Solve Systems of Equations,NEW,April 2025,7 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
complete-guide-data-augmentation,https://app.datacamp.com/learn/tutorials/complete-guide-data-augmentation,A Complete Guide to Data Augmentation,NEW,March 2026,15 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
t-tests-r-tutorial,https://app.datacamp.com/learn/tutorials/t-tests-r-tutorial,T-tests in R Tutorial: Learn How to Conduct T-Tests,NEW,March 2023,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
subtotal-formula-in-excel,https://app.datacamp.com/learn/tutorials/subtotal-formula-in-excel,SUBTOTAL() Formula in Excel: A Full Calculation Guide,NEW,May 2025,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-round-to-two-decimal-places,https://app.datacamp.com/learn/tutorials/python-round-to-two-decimal-places,How to Round to 2 Decimal Places in Python,NEW,August 2024,7 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
what-is-a-confusion-matrix-in-machine-learning,https://app.datacamp.com/learn/tutorials/what-is-a-confusion-matrix-in-machine-learning,What is A Confusion Matrix in Machine Learning? The Model Evaluation Tool Explained,NEW,November 2024,12 min,Nisha Arya Ahmed,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fine-tune-gemma-4,https://app.datacamp.com/learn/tutorials/fine-tune-gemma-4,How to Fine-Tune Gemma 4: A Full Walkthrough with a Human Emotions Dataset,NEW,April 2026,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
open-ai-function-calling-tutorial,https://app.datacamp.com/learn/tutorials/open-ai-function-calling-tutorial,OpenAI Function Calling Tutorial,NEW,December 2024,8 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
elif-statements-python,https://app.datacamp.com/learn/tutorials/elif-statements-python,if…elif…else in Python Tutorial,NEW,December 2022,4 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
bootstrapping,https://app.datacamp.com/learn/tutorials/bootstrapping,What Is Bootstrapping in Statistics? A Deep Dive,NEW,September 2024,12 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
agentic-rag-tutorial,https://app.datacamp.com/learn/tutorials/agentic-rag-tutorial,Agentic RAG: Step-by-Step Tutorial With Demo Project,NEW,February 2025,12 min,Bhavishya Pandit,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gaussian-distribution,https://app.datacamp.com/learn/tutorials/gaussian-distribution,Gaussian Distribution: A Comprehensive Guide,NEW,September 2024,8 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-textsplit,https://app.datacamp.com/learn/tutorials/excel-textsplit,Excel TEXTSPLIT(): Split Text into Multiple Cells in Excel,NEW,July 2025,3 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
second-normal-form,https://app.datacamp.com/learn/tutorials/second-normal-form,What is Second Normal Form (2NF)?,NEW,January 2025,9 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-pivot,https://app.datacamp.com/learn/tutorials/sql-pivot,How to Use SQL PIVOT,NEW,July 2024,10 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
windsurf-ai-agentic-code-editor,https://app.datacamp.com/learn/tutorials/windsurf-ai-agentic-code-editor,"Windsurf AI Agentic Code Editor: Features, Setup, and Use Cases",NEW,February 2025,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
central-limit-theorem,https://app.datacamp.com/learn/tutorials/central-limit-theorem,Central Limit Theorem: A Key Concept in Statistics Explained,NEW,April 2025,8 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
run-qwen-3-5-locally,https://app.datacamp.com/learn/tutorials/run-qwen-3-5-locally,How to Run Qwen 3.5 Locally on a Single GPU: Step-by-Step Guide,NEW,February 2026,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
k-means-clustering-python,https://app.datacamp.com/learn/tutorials/k-means-clustering-python,Introduction to k-Means Clustering with scikit-learn in Python,NEW,March 2023,8 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-triggers,https://app.datacamp.com/learn/tutorials/sql-triggers,SQL Triggers: A Guide for Developers,NEW,August 2024,13 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-between,https://app.datacamp.com/learn/tutorials/sql-between,How to Use the SQL BETWEEN Operator,NEW,July 2024,10 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mastering-slowly-changing-dimensions-scd,https://app.datacamp.com/learn/tutorials/mastering-slowly-changing-dimensions-scd,Mastering Slowly Changing Dimensions (SCD),NEW,January 2024,12 min,Jake Roach,,"Last chance! 50% off DataCamp Premium
Sale ends in"
conditional-formatting-in-excel,https://app.datacamp.com/learn/tutorials/conditional-formatting-in-excel,Conditional Formatting in Excel: A Beginner’s Guide,NEW,July 2024,7 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
crewai-vs-langgraph-vs-autogen,https://app.datacamp.com/learn/tutorials/crewai-vs-langgraph-vs-autogen,CrewAI vs LangGraph vs AutoGen: Choosing the Right Multi-Agent AI Framework,NEW,September 2025,15 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
making-http-requests-in-python,https://app.datacamp.com/learn/tutorials/making-http-requests-in-python,Getting Started with Python HTTP Requests for REST APIs,NEW,December 2024,15 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
lm-studio,https://app.datacamp.com/learn/tutorials/lm-studio,LM Studio Tutorial: Get Started with Local LLMs,NEW,April 2026,10 min,Srujana Maddula,,"Last chance! 50% off DataCamp Premium
Sale ends in"
dijkstra-algorithm-in-python,https://app.datacamp.com/learn/tutorials/dijkstra-algorithm-in-python,Implementing the Dijkstra Algorithm in Python: A Step-by-Step Tutorial,NEW,May 2024,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
binomial-distribution,https://app.datacamp.com/learn/tutorials/binomial-distribution,Binomial Distribution: A Complete Guide with Examples,NEW,August 2024,10 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
xgboost-in-python,https://app.datacamp.com/learn/tutorials/xgboost-in-python,Using XGBoost in Python Tutorial,NEW,February 2023,12 min,Bekhruz Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
google-antigravity-tutorial,https://app.datacamp.com/learn/tutorials/google-antigravity-tutorial,Google Antigravity Tutorial: Build a Finance Risk Dashboard,NEW,November 2025,12 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-try-except,https://app.datacamp.com/learn/tutorials/python-try-except,Python Try-Except Tutorial: Best Practices and Real-World Examples,NEW,August 2025,10 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
data-cleaning-in-excel-a-beginners-guide,https://app.datacamp.com/learn/tutorials/data-cleaning-in-excel-a-beginners-guide,How to Clean Data in Excel: A Beginner's Guide,NEW,July 2024,15 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
a-beginners-guide-to-chatgpt-prompt-engineering,https://app.datacamp.com/learn/tutorials/a-beginners-guide-to-chatgpt-prompt-engineering,A Beginner's Guide to ChatGPT Prompt Engineering,NEW,July 2024,6 min,Matt Crabtree,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-in-cursor,https://app.datacamp.com/learn/tutorials/claude-code-in-cursor,Claude Code in Cursor: Setup and Workflow Guide,NEW,April 2026,12 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-activation-functions-in-neural-networks,https://app.datacamp.com/learn/tutorials/introduction-to-activation-functions-in-neural-networks,Introduction to Activation Functions in Neural Networks,NEW,October 2025,11 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-q-learning-beginner-tutorial,https://app.datacamp.com/learn/tutorials/introduction-q-learning-beginner-tutorial,An Introduction to Q-Learning: A Tutorial For Beginners,NEW,October 2022,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-skills,https://app.datacamp.com/learn/tutorials/claude-skills,Inside Claude Skills: Custom Modules That Extend Claude,NEW,November 2025,8 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
understanding-skewness-and-kurtosis,https://app.datacamp.com/learn/tutorials/understanding-skewness-and-kurtosis,Understanding Skewness And Kurtosis And How to Plot Them,NEW,December 2023,10 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
